=== Mesh Information ===
Number of tetrahedra: 148000
Number of vertices: 29322
Number of boundary elements: 32146
m1 = -4, m2 = -2, m3 = 4, d = 2.16
# a = 25 um
# sigma0 = 2.25873
# n = 5e+11 1/cm^2, mu = 7.47912 m^2/Vs
# epsilon = (1,0), kcr1 = -0.0311846 1/T
# d = 2.16, kcr = -0, k = 0.001
Time_from_Epoch = 1769736467
time_(s)	Frequency_(GHz)	k	|t_xx|^2	arg(t_xx)	|r_xx|^2	arg(r_xx)	|t_xy|^2	arg(t_xy)	|r_xy|^2	arg(r_xy)	|t_yy|^2	arg(t_yy)	|r_yy|^2	arg(r_yy)	|t_yx|^2	arg(t_yx)	|r_yx|^2	arg(r_yx)	
2496.49	351.171	0.184	0.997286	-0.00817153	8.59143e-05	-1.6512	9.58297e-10	-1.57256	9.57636e-10	-1.55476	0.998946	-0.00921936	8.53574e-05	-1.63158	9.65159e-10	-1.53093	9.61064e-10	-1.55502
2519.07	353.08	0.185	0.997327	-0.00799346	8.26974e-05	-1.64966	9.7044e-10	-1.58733	9.69034e-10	-1.56939	0.998984	-0.00904604	8.21746e-05	-1.63051	9.75558e-10	-1.54568	9.72507e-10	-1.56965
2541.63	354.988	0.186	0.997364	-0.00782136	7.96507e-05	-1.64824	9.87411e-10	-1.59434	9.85509e-10	-1.57644	0.999018	-0.00887925	7.91691e-05	-1.62949	9.91528e-10	-1.55292	9.89041e-10	-1.5767
2564.1	356.897	0.187	0.997398	-0.00765534	7.67689e-05	-1.64688	1.00534e-09	-1.59724	1.00314e-09	-1.57942	0.999051	-0.00871861	7.63281e-05	-1.62852	1.00891e-09	-1.55608	1.00673e-09	-1.57967
2587.11	358.805	0.188	0.99743	-0.00749512	7.40412e-05	-1.64557	1.02387e-09	-1.59794	1.02148e-09	-1.58018	0.999082	-0.00856377	7.36392e-05	-1.6276	1.02715e-09	-1.55701	1.02513e-09	-1.58044
2609.61	360.714	0.189	0.997459	-0.00734039	7.14562e-05	-1.64429	1.04339e-09	-1.59738	1.04087e-09	-1.57969	0.999111	-0.00841441	7.10914e-05	-1.62671	1.04652e-09	-1.55666	1.04458e-09	-1.57994
2632.31	362.622	0.19	0.997488	-0.00719082	6.90034e-05	-1.64303	1.0644e-09	-1.59606	1.06176e-09	-1.57842	0.999138	-0.00827019	6.86742e-05	-1.62586	1.06746e-09	-1.55553	1.06555e-09	-1.57867
2654.68	364.531	0.191	0.997514	-0.00704611	6.66731e-05	-1.64178	1.08733e-09	-1.59425	1.08461e-09	-1.57665	0.999164	-0.00813083	6.63785e-05	-1.62505	1.09039e-09	-1.55389	1.08847e-09	-1.57691
2677	366.439	0.192	0.997539	-0.00690597	6.44566e-05	-1.64054	1.11262e-09	-1.5921	1.10981e-09	-1.57454	0.999188	-0.00799606	6.41957e-05	-1.62427	1.11571e-09	-1.5519	1.11376e-09	-1.57479
2699.84	368.348	0.193	0.997563	-0.00677014	6.2346e-05	-1.63932	1.14065e-09	-1.58968	1.13776e-09	-1.57216	0.999212	-0.00786561	6.2118e-05	-1.62353	1.1438e-09	-1.54964	1.1418e-09	-1.57241
2722.18	370.256	0.194	0.997585	-0.00663838	6.0334e-05	-1.6381	1.17183e-09	-1.58704	1.16886e-09	-1.56956	0.999234	-0.00773925	6.01382e-05	-1.62281	1.17508e-09	-1.54717	1.173e-09	-1.56981
2744.55	372.165	0.195	0.997607	-0.00651047	5.84138e-05	-1.63689	1.20659e-09	-1.58421	1.20354e-09	-1.56677	0.999255	-0.00761676	5.82498e-05	-1.62213	1.20995e-09	-1.5445	1.20779e-09	-1.56702
2766.86	374.073	0.196	0.997627	-0.00638617	5.65794e-05	-1.63569	1.2454e-09	-1.58118	1.24226e-09	-1.56377	0.999275	-0.00749792	5.64467e-05	-1.62147	1.24891e-09	-1.54164	1.24665e-09	-1.56402
2789.2	375.982	0.197	0.997646	-0.0062653	5.48251e-05	-1.63448	1.28882e-09	-1.57794	1.28559e-09	-1.56057	0.999293	-0.00738254	5.47233e-05	-1.62085	1.29252e-09	-1.53857	1.29012e-09	-1.56082
2812.05	377.891	0.198	0.997664	-0.00614767	5.31457e-05	-1.63329	1.3375e-09	-1.57447	1.33417e-09	-1.55713	0.999311	-0.00727041	5.30743e-05	-1.62025	1.34141e-09	-1.53528	1.33886e-09	-1.55738
2835.07	379.799	0.199	0.997682	-0.00603308	5.15363e-05	-1.6321	1.39221e-09	-1.57071	1.38879e-09	-1.55341	0.999328	-0.00716136	5.1495e-05	-1.61969	1.3964e-09	-1.53172	1.39366e-09	-1.55365
2858.54	381.708	0.2	0.997698	-0.00592137	4.99923e-05	-1.63091	1.45394e-09	-1.56659	1.45041e-09	-1.54933	0.999344	-0.00705521	4.99807e-05	-1.61915	1.45846e-09	-1.52783	1.45548e-09	-1.54957
2882.71	383.616	0.201	0.997714	-0.00581236	4.85097e-05	-1.62973	1.52389e-09	-1.56203	1.52026e-09	-1.54481	0.999359	-0.00695179	4.85273e-05	-1.61865	1.52882e-09	-1.52351	1.52556e-09	-1.54504
2907.43	385.525	0.202	0.997729	-0.0057059	4.70843e-05	-1.62855	1.60362e-09	-1.55688	1.59988e-09	-1.5397	0.999374	-0.00685094	4.71306e-05	-1.61818	1.60909e-09	-1.51864	1.60544e-09	-1.53993
2932.63	387.433	0.203	0.997743	-0.00560182	4.57125e-05	-1.62739	1.69517e-09	-1.55093	1.69133e-09	-1.53379	0.999387	-0.00675247	4.5787e-05	-1.61775	1.70134e-09	-1.513	1.69719e-09	-1.53402
2955.5	389.342	0.204	0.997756	-0.00549997	4.43908e-05	-1.62623	1.80125e-09	-1.54385	1.79733e-09	-1.52676	0.9994	-0.00665622	4.44925e-05	-1.61737	1.80838e-09	-1.50629	1.80354e-09	-1.52698
2979.17	391.25	0.205	0.997769	-0.00540019	4.31156e-05	-1.62509	1.9256e-09	-1.53514	1.92162e-09	-1.51811	0.999411	-0.006562	4.32437e-05	-1.61704	1.93406e-09	-1.49801	1.92824e-09	-1.51832
3002.52	393.159	0.206	0.99778	-0.00530231	4.18837e-05	-1.62397	2.07335e-09	-1.52395	2.06941e-09	-1.50698	0.999421	-0.00646963	4.20368e-05	-1.61679	2.08379e-09	-1.48736	2.07651e-09	-1.5072
3027.51	395.067	0.207	0.997791	-0.00520617	4.06921e-05	-1.62288	2.2517e-09	-1.50883	2.24793e-09	-1.49194	0.99943	-0.0063789	4.08684e-05	-1.61666	2.26516e-09	-1.47289	2.25562e-09	-1.49215
3050.54	396.976	0.208	0.9978	-0.0051116	3.95376e-05	-1.62184	2.47004e-09	-1.4871	2.46675e-09	-1.4703	0.999436	-0.0062896	3.97353e-05	-1.6167	2.48844e-09	-1.45197	2.47514e-09	-1.4705
3073.52	398.884	0.209	0.997808	-0.00501846	3.84176e-05	-1.62087	2.7374e-09	-1.45367	2.73522e-09	-1.43698	0.999438	-0.00620169	3.86363e-05	-1.61705	2.76435e-09	-1.41955	2.74448e-09	-1.43718
3099.17	400.793	0.21	0.997814	-0.00492672	3.73313e-05	-1.62004	3.04464e-09	-1.3988	3.04496e-09	-1.38221	0.999434	-0.00611576	3.7579e-05	-1.61794	3.08715e-09	-1.36582	3.05518e-09	-1.3824
3122.17	402.702	0.211	0.997818	-0.00483682	3.62836e-05	-1.6194	3.28482e-09	-1.30732	3.2902e-09	-1.29072	0.999419	-0.00603487	3.66004e-05	-1.61966	3.35471e-09	-1.27519	3.30112e-09	-1.2909
3146.05	404.61	0.212	0.997819	-0.00475007	3.52883e-05	-1.61885	3.0957e-09	-1.1825	3.10819e-09	-1.16536	0.999401	-0.00596658	3.57863e-05	-1.6216	3.19913e-09	-1.14914	3.11836e-09	-1.16554
3171.79	406.519	0.213	0.997825	-0.00466585	3.43348e-05	-1.6179	2.3569e-09	-1.12351	2.3713e-09	-1.10459	0.99941	-0.00590869	3.50959e-05	-1.62118	2.46438e-09	-1.08314	2.37898e-09	-1.1048
3194.84	408.427	0.214	0.997835	-0.00458013	3.33755e-05	-1.61663	1.8924e-09	-1.21168	1.90151e-09	-1.19044	0.999445	-0.00584183	3.42996e-05	-1.61869	1.97231e-09	-1.16098	1.90772e-09	-1.19068
3217.77	410.336	0.215	0.997842	-0.00449266	3.24105e-05	-1.61557	1.91561e-09	-1.32771	1.91886e-09	-1.30537	0.999475	-0.00576571	3.34073e-05	-1.61664	1.97e-09	-1.27211	1.92522e-09	-1.30561
3241.22	412.244	0.216	0.997845	-0.0044045	3.14531e-05	-1.61483	2.16414e-09	-1.40028	2.16257e-09	-1.3776	0.999494	-0.00568748	3.25055e-05	-1.61542	2.20202e-09	-1.34404	2.16981e-09	-1.37782
3265.49	414.153	0.217	0.997845	-0.00431556	3.05023e-05	-1.6144	2.49897e-09	-1.4379	2.49276e-09	-1.415	0.999508	-0.00560982	3.16241e-05	-1.61472	2.52559e-09	-1.38215	2.50113e-09	-1.41521
3287.97	416.061	0.218	0.99784	-0.00422532	2.95532e-05	-1.6144	2.88193e-09	-1.45661	2.87076e-09	-1.43345	0.999518	-0.00553321	3.07674e-05	-1.61433	2.89987e-09	-1.40138	2.8804e-09	-1.43365
3312.08	417.97	0.219	0.997829	-0.00413311	2.85996e-05	-1.615	3.31387e-09	-1.46523	3.29667e-09	-1.44163	0.999525	-0.00545755	2.99335e-05	-1.61416	3.32385e-09	-1.41019	3.30773e-09	-1.44181
3338.01	419.878	0.22	0.997808	-0.004038	2.76338e-05	-1.61656	3.80816e-09	-1.46792	3.78251e-09	-1.44366	0.99953	-0.00538261	2.91191e-05	-1.61415	3.80886e-09	-1.41269	3.79518e-09	-1.44384
3361.92	421.787	0.221	0.997772	-0.00393895	2.66484e-05	-1.61969	4.38516e-09	-1.46682	4.34626e-09	-1.44165	0.999534	-0.0053081	2.8321e-05	-1.61428	4.37251e-09	-1.41098	4.36078e-09	-1.44181
3384.28	423.695	0.222	0.99771	-0.00383546	2.56453e-05	-1.62563	5.07372e-09	-1.46308	5.01188e-09	-1.43676	0.999537	-0.00523374	2.75359e-05	-1.61457	5.03844e-09	-1.40627	5.0286e-09	-1.43692
3407.77	425.604	0.223	0.997598	-0.00373056	2.46674e-05	-1.63673	5.91732e-09	-1.45745	5.81237e-09	-1.42994	0.999537	-0.00515922	2.67605e-05	-1.61502	5.83917e-09	-1.3995	5.83172e-09	-1.43008
3434.09	427.513	0.224	0.997402	-0.00364219	2.3914e-05	-1.65661	6.99066e-09	-1.45017	6.80127e-09	-1.42238	0.999536	-0.00508419	2.59914e-05	-1.61567	6.82715e-09	-1.39192	6.82387e-09	-1.42251
3458.88	429.421	0.225	0.997122	-0.00362979	2.39732e-05	-1.68385	8.43155e-09	-1.43924	8.09693e-09	-1.41503	0.999533	-0.00500823	2.52248e-05	-1.61657	8.11891e-09	-1.38462	8.12378e-09	-1.41515
3483.2	431.33	0.226	0.996985	-0.00374337	2.5202e-05	-1.69303	1.03977e-08	-1.41761	9.93604e-09	-1.40277	0.999527	-0.00493084	2.44563e-05	-1.6178	9.95329e-09	-1.37274	9.96893e-09	-1.40288
3506.64	433.238	0.227	0.99718	-0.00382355	2.5908e-05	-1.6703	1.29184e-08	-1.38389	1.24785e-08	-1.37621	0.999517	-0.00485142	2.36808e-05	-1.61949	1.2499e-08	-1.34666	1.25197e-08	-1.37631
3530.63	435.147	0.228	0.99742	-0.00377425	2.53145e-05	-1.64605	1.62312e-08	-1.34437	1.58714e-08	-1.33786	0.999501	-0.00476917	2.28925e-05	-1.62182	1.59034e-08	-1.30853	1.59237e-08	-1.33795
3557.57	437.055	0.229	0.997557	-0.00366662	2.4215e-05	-1.63247	2.09486e-08	-1.29678	2.06408e-08	-1.28904	0.999478	-0.00468314	2.20846e-05	-1.62513	2.069e-08	-1.25978	2.07086e-08	-1.28912
3581.03	438.964	0.23	0.997606	-0.00354402	2.30294e-05	-1.62761	2.80676e-08	-1.23343	2.77751e-08	-1.22407	0.999442	-0.00459227	2.12509e-05	-1.63	2.7851e-08	-1.19484	2.78659e-08	-1.22413
3603.48	440.872	0.231	0.997584	-0.00341784	2.18577e-05	-1.62999	3.93442e-08	-1.14234	3.90331e-08	-1.13146	0.999384	-0.00449595	2.03922e-05	-1.63752	3.91553e-08	-1.10234	3.91605e-08	-1.13152
3625.88	442.781	0.232	0.997487	-0.00329404	2.07559e-05	-1.64086	5.77545e-08	-1.00279	5.73899e-08	-0.990571	0.999289	-0.00439646	1.95396e-05	-1.64963	5.75985e-08	-0.961648	5.75766e-08	-0.990615
3648.42	444.689	0.233	0.997289	-0.00319425	1.99297e-05	-1.66326	8.59791e-08	-0.779991	8.55334e-08	-0.766575	0.999136	-0.00430763	1.88291e-05	-1.66873	8.58986e-08	-0.738066	8.58108e-08	-0.766607
3670.79	446.598	0.234	0.997033	-0.00317359	1.98642e-05	-1.69172	1.13468e-07	-0.444546	1.12987e-07	-0.430038	0.998949	-0.00426494	1.85555e-05	-1.69104	1.13551e-07	-0.402352	1.13352e-07	-0.430058
3697.77	448.506	0.235	0.996924	-0.00322071	2.037e-05	-1.7021	1.08534e-07	-0.0752433	1.08182e-07	-0.0597473	0.998866	-0.0042586	1.85448e-05	-1.70043	1.08812e-07	-0.0338157	1.0853e-07	-0.0597558
