=== Mesh Information ===
Number of tetrahedra: 148000
Number of vertices: 29322
Number of boundary elements: 32146
m1 = -4, m2 = -2, m3 = 4, d = 2.16
# a = 25 um
# sigma0 = 2.25873
# n = 5e+11 1/cm^2, mu = 7.47912 m^2/Vs
# epsilon = (1,0), kcr1 = -0.0311846 1/T
# d = 2.16, kcr = -0, k = 0.001
Time_from_Epoch = 1769780238
time_(s)	Frequency_(GHz)	k	|t_xx|^2	arg(t_xx)	|r_xx|^2	arg(r_xx)	|t_xy|^2	arg(t_xy)	|r_xy|^2	arg(r_xy)	|t_yy|^2	arg(t_yy)	|r_yy|^2	arg(r_yy)	|t_yx|^2	arg(t_yx)	|r_yx|^2	arg(r_yx)	
1326.93	54.3933	0.0285	0.998289	0.00141726	2.20008e-06	2.17127	5.94594e-15	1.52937	5.96604e-15	1.61624	0.999953	0.00136582	1.86584e-06	1.58864	6.15451e-15	1.77131	5.78021e-15	1.62003
1349.67	55.3476	0.029	0.998289	0.00144301	2.25455e-06	2.16258	6.39771e-15	1.53006	6.42036e-15	1.61686	0.999951	0.00139527	1.94721e-06	1.58902	6.62391e-15	1.77216	6.22475e-15	1.62064
1372.58	56.3019	0.0295	0.998288	0.0014688	2.31013e-06	2.15408	6.88213e-15	1.5308	6.90762e-15	1.61748	0.999949	0.00142506	2.03126e-06	1.58941	7.1271e-15	1.77294	6.70172e-15	1.62125
1395.66	57.2561	0.03	0.998288	0.00149464	2.36684e-06	2.14577	7.40137e-15	1.53156	7.42997e-15	1.6181	0.999947	0.0014552	2.11809e-06	1.5898	7.66661e-15	1.77367	7.21349e-15	1.62185
1418.51	58.2104	0.0305	0.998288	0.00152053	2.42468e-06	2.13763	7.95801e-15	1.53237	7.99005e-15	1.61872	0.999945	0.00148568	2.20779e-06	1.5902	8.24486e-15	1.77434	7.7625e-15	1.62246
1441.53	59.1647	0.031	0.998287	0.00154648	2.48366e-06	2.12966	8.55461e-15	1.53321	8.59044e-15	1.61934	0.999942	0.00151653	2.30046e-06	1.5906	8.86458e-15	1.77496	8.35135e-15	1.62306
1464.33	60.1189	0.0315	0.998287	0.00157247	2.54379e-06	2.12186	9.19397e-15	1.53408	9.23399e-15	1.61996	0.99994	0.00154776	2.3962e-06	1.59101	9.52888e-15	1.77552	8.98308e-15	1.62366
1487.2	61.0732	0.032	0.998287	0.00159852	2.60508e-06	2.11422	9.8795e-15	1.53499	9.9241e-15	1.62058	0.999937	0.00157937	2.49511e-06	1.59142	1.02408e-14	1.77604	9.6606e-15	1.62425
1510.02	62.0275	0.0325	0.998286	0.00162461	2.66754e-06	2.10674	1.06142e-14	1.53593	1.06638e-14	1.6212	0.999935	0.00161138	2.59731e-06	1.59184	1.10037e-14	1.77651	1.03873e-14	1.62485
1533.01	62.9818	0.033	0.998286	0.00165077	2.73119e-06	2.09942	1.14014e-14	1.53689	1.14566e-14	1.62182	0.999932	0.00164381	2.70292e-06	1.59226	1.18213e-14	1.77693	1.11667e-14	1.62545
1555.98	63.936	0.0335	0.998286	0.00167697	2.79602e-06	2.09224	1.22451e-14	1.53789	1.23063e-14	1.62244	0.999929	0.00167665	2.81206e-06	1.59269	1.26973e-14	1.77731	1.20024e-14	1.62605
1578.86	64.8903	0.034	0.998285	0.00170324	2.86206e-06	2.08521	1.31492e-14	1.53892	1.3217e-14	1.62307	0.999926	0.00170994	2.92486e-06	1.59313	1.36359e-14	1.77765	1.28986e-14	1.62664
1601.82	65.8446	0.0345	0.998285	0.00172956	2.92931e-06	2.07832	1.41183e-14	1.53998	1.41933e-14	1.62369	0.999924	0.00174367	3.04145e-06	1.59357	1.46417e-14	1.77795	1.38597e-14	1.62724
1624.76	66.7988	0.035	0.998285	0.00175594	2.99779e-06	2.07157	1.51567e-14	1.54107	1.52396e-14	1.62432	0.999921	0.00177787	3.16198e-06	1.59401	1.57195e-14	1.77822	1.48904e-14	1.62784
